ID	Descr
1095	A survey course designed to introduce students to the cross-cultural and global economic issues that have an impact on doing business. Through projects and case studies, students will explore the impact of cultural and economic differences on how business decisions are made.
1096	Astrophysics is the application of physical principles to astronomical systems. Astrophysicists use their knowledge of physics to explain observations of astronomical phenomena, drawing upon a wide range of subjects in physics, including classical mechanics, quantum and atomic physics, thermodynamics, electromagnetism, chemistry, and nuclear physics, among others. In this two-semester introduction to astrophysics you will learn how to use a variety of physical principles to understand the characteristics and evolution of planets, stars, galaxies, and the Universe as a whole. In this course the thematic focus will be on gravity, which is the dominant force in many astronomical systems. Among the topics we will explore include planetary and binary star systems, supermassive black holes, spiral and elliptical galaxies, dark matter, gravitational lensing, and the geometry and cosmic expansion history of the
1097	The purpose of the Financial Plan Development course is to require the financial planning student to demonstrate the ability to integrate and apply his or her knowledge of financial planning topics, as received through the financial planning curriculum. The course provides the opportunity for students to apply the financial planning process to real-life situations, as well as their ability to communicate their planning recommendations to a client.
1098	A study of the status of the child, from the beginning of life to the twelfth year inclusive. The interaction of children with social institutions such as family, school, religion, economics, etc. will be investigated as well as certain problems of childhood in contemporary America, with cross-cultural comparisons.
1099	The course consists of studio work in Level I Modern Dance technique, principles and style. The student is expected to master the beginner level elements of alignment, placement, rhythm and execution of movements that are unique to the modern dance idiom. Written requirements include: research paper on specific modern dance choreographers and a critique of an assigned
1100	This internship provides students with practical experience in a professional media environment. Performance at the host media company, in addition to a satisfactory written report and an internship journal will determine the final grade. JOUR-481 may be taken more than once to a maximum of six credits, but may not exceed three credits in any one semester. Permission of Director of Broadcast & Society Minor required. Same as CREA 481.
1101	This covers basic concepts in chemical kinetics. A central theme is the understanding of rates of chemical reactions, and what they tell us about chemical reactions. This includes: determination of rate laws, the use of rate laws to derive reaction mechanism, and the extrapolation of kinetic data to explore molecular dynamics. Ab Inition calculation of transition state structure and properties will be
1102	An introductory study of Russian phonetics, pronunciation, vocabulary, and grammar. Stress upon the spoken language,
1103	The study of the reign of Nicholas II (1894-1917), the Soviet period, and post-Soviet Russia.
1104	Analysis of selected topics on an advanced level. Topics are drawn from micro and macro-economics. The course is designed to acquaint the student with advanced subjects and original literature. This course may be taken more than once with different content.
1105	This course provides an overview of investment analysis and decision making with attention to equity analysis and valuation, fixed income securities analysis and valuation, and portfolio management. Topics include asset allocation, common stock and fixed income investments, ESG issues, and portfolio management. Prerequisite: FINC-550
1106	Students in this course will examine the relationship between education and society from a sociological perspective. The course will examine the work of educational theorists over the last 100 years in an effort to understand the purpose of education and the various explanations for differential educational outcomes. Specifically, the readings focus on the role that class, race, language and gender play in students educational experiences and outcomes. By the end of the course, students will have increased their theoretical repertoire and will be able to analyze and discuss patterns of student achievement from a variety of perpsectives.
1107	This course provides students with the opportunity to develop and enhance their negotiation and research skills through participation in a computer facilitated simulation in which they represent a country in an international simulation with students from colleges and universities in the United States and abroad. Each year students will represent a different country and develop issue proposals to be negotiated and voted upon at the end of the three-week simulation. Open to juniors and seniors of any major who have some backgound in studying international issues and processes. Permission of insturctor required to register. ATTR: ARTS, GLST
1108	An intensive study of Latin grammar and vocabulary with emphasis on learning to read simple Latin. This is the first course for students offering less than two entrance units in Latin. A student must complete LATN-101 (or the equivalent) in order to register for LATN-102. 
1109	A study of humankind, its primate background, evolution, and earliest appearance. The meaning of culture, its growth and development with a cross-cultural investigation of family type, kinship organization, life cycle, subsistence pattern, human ecology, and cultural change will be pursued.
1110	This course will be offered with emphasis on different topics. The content will be designated by subtitle. Students may take this course more than once with different content. Not open to Biology majors. This course is designed to fulfill part of the School of Science Core requirement for School of Liberal Arts and School of Business students.
1111	Through workshop, discussion, observations and viewing and analyzing professional documentaries, students are acquainted with the process of using a camera to produce audio and visual images that record and interpret existing events. The course will examine artistic methods for the production of documentaries as well as the social and political aspects of documentary film. Laboratory sessions are devoted to production and postproduction activities. This course is designed for students with no previous experience or those with some experience but no training.
1112	The practical basis of the status of the individual and personal rights as discussed and elaborated upon in the decisions of the Supreme Court of the United States. The case law approach is used. POSC-370 is not a pre-requisite
1113	This course provides an opportunity to explore selected areas of study not in the regular broadcast offerings. Topics vary depending on student and faculty interest. May be taken more than once with different content. A field trip may be required.
1114	A basic introduction to reporting and writing the news for broadcast, both radio and television. Students learn what constitutes news, how to develop news stories and the basic audio and video elements required in broadcast journalism. Students will explore legal and ethical issues in broadcast journalism and major developments in the broadcast journalism field. Same as CREA 108.
1115	This course serves as an introduction to basic science and chemical principles that are encountered in everyday interactions with food and cooking. The influence of food on history will also be examined. It is designed to fulfill part of the School of Science core requirement for School of Liberal Arts and School of Business students. 
1116	Gateway to Marketing is an introduction to the marketing major with emphasis on careers and hot topics in marketing. This class provides students with the opportunity to begin to develop the foundational skills (teamwork, leadership, and critical thinking) that are important learning outcomes for the major and the School of Business. Further, it provides students with an introduction to engagement activities (undergraduate research, service, innovation and entrepreneurship) that will help position students for the future.
1117	This course examines auditing concepts and issues in depth. A special focus exists on audit evidence and how auditors make decisions. Some topic areas include ethics, analytical review, fraud and the role of technology.
1118	This course consists of coursework that will be taught in English and consist of coursework in English followed by an intensive travel study component in a selected Arabic speaking country. Orientation meetings, research, lectures and discussions will prepare students for an informed field experience. Upon return, students, present a project/research paper and portfolio based on their cultural, historical, socio-economic knowledge acquired in the class and abroad. Students may repeat this course for credit if subject matter differs. Travel costs are paid in full by students. The cost varies each semester. Permission of Instructor is required.
1119	This course is designed to expose students to the practice of political communication via an internship experience performing communications tasks for various governmental offices and agencies, political campaigns, campaign strategists, legislators, political candidates, political consulting, speechwriters, political advertising agencies, or lobbying firms. Students will serve as Political Communication interns working 120 to 150 hours during the semester performing duties and responsibilities as determined by the agency supervisor in consultation with the faculty director. Students will be graded based upon the joint evaluation of the agency supervisor and the internship professor. Written permission of the internship supervisor is required.
1120	This course introduces the learner to health care delivery systems, how health care policy impacts the delivery of care, the management of transitions of care across healthcare settings, and the care processes that support patient and families' management of health. Students will be expected to apply the care processes to the care of patients and families across the diversity of health care settings. Students will utilize evidence and information technology to identify hospital and community resources to safely meet the needs of patients and families. The student will recognize the role of the nurse as a patient advocate within and across care settings.
1121	This course demonstrates the evolution of major themes in French literature in all genres from their origins to the beginnings of modern times.
1122	This course aims to provide students with an introduction to the discipline and methodologies of history through the study of the relationship of the West to non-Western societies in the contemporary world. Attention is focused on understanding the unique events and trends of the 20th century and their political, social, economic, literary and artistic antecedents in the previous century.
1123	An introduction to the techniques of Euclidean and NonEuclidean geometry. Topics include: plane Euclidean geometry, geometric transformation groups, spherical
1124	Beginning with the two developing countries (China and India) that together represent forty percent of the world's population, this course takes students beyond the confines of allopathic medicine and into a world where traditional medicine and its practitioners provide health care to the general population. A significant component of the course explores the increasing interface between traditional forms of health care and allopathic medicine and the wide-ranging economic, political, and social realities that fragment populations and the impact of these realities on health and
1125	This class may feature a special philosophical problem, a philosophical tradition, or the works of an individual philosopher selected for intensive study, with special emphasis on primary sources. Students in this course will be responsible for presenting material to the class and for producing a substantial research paper evidencing philosophical methodology and knowledge gained from community of research with faculty. The course entails six credits (three credits repeatable one time for full credit), and can be counted as the seminar requirement towards majoring in philosophy. Permission of the program directors is required to participate. The Symposium may be taken for credit more than once.
1126	The Qur'an is sacred scrpture and Muslims believe it was revealed to Prophet Mohammad Ibn Abdullah in Arabic over a period of 23 years in Arabia where the first Islamic community developed. This course examines the range of religious experiences represented by the Qur'an text, its geographical surroundings from which it emerged, its interpreters, and its critics. With the use and examination of various translations of the Qur'an, the course examines the religion and culture of the pre-Islamic period, the history of the text including Hadith literature, and the relationship between the Qur'an and Jewish and Christian scriptures, acting to familiarize students with its broad scope.
1127	A survey of the development of the English language from its origins as an indo-European dialect to modern British and American English. The course will also examine regional, ethnic, and national varieties of English as well as current social and political issues regarding contemporary English.
1128	Student papers on topics approved by the Chemistry faculty are presented and discussed. 
1129	This course provides an introduction to the specialty knowledge of Gerontologic nursing. Concepts include physical and mental aging, increased complexity of care utilization of healthcare resources and interactions between acute and chronic co-morbidities. Models of care to manage life transitions, physical changes, end of life care (palliative and hospice) and spirituality will be discussed. A focus on the role of the caring nurse in utilizing resources and programs to promote functional, physical, mental wellness in older adults is emphasized. Community Service requrement with a geriatric community is the culminating component of this course pulling together concepts of both caring and advocating for this population. Prerequisites: NURS-310.
1130	This elective draws from knowledge, values, and skills related to the fields of social work, psychology, public health, and sociology as it pertains to crisis theory and crisis intervention. The definition of crisis and phenomena of crisis from different theoretical perspectives will be examined along with an exploration of the impact of crisis on an individual, framily/group, and community. Applicable assessment skills will be learned for specific crisis situations. In addition, this class is a Franciscan Concern course with an emphasis on social justice. You will develop an understanding of how equity, equality, and oppression may minimize or exacerbate the experience of crisis.
1131	An introductory studio course designed to sharpen skills of visual perception, representation, and invention in drawing. Various media and techniques are explored in relation to subjects drawn from nature, including the figure and imagination. Studio fee.
1132	The course stresses rhythmical and expressive movement within the jazz idiom. While the course focuses primarily on Jazz Dance technique, some ballet and modern technique will be included in the warm-up. The class will consist of warm-up, isolations, strengthening and stretching exercises and patterns through space. Work will be done in the center as well as across the floor. There are
1133	A chronological study of the development of the drama from Cervantes to Calderon.
1134	An advanced course in the problems of composition, value structure, color mixing, and various painting and drawing
1135	The senior thesis is part of the 1-year capstone sequence. Students will write a research paper, 25-30 pages in length, addressing an area of special interest to the students. The paper will be based on original scholarly work, data collection, or an internship field study. Students should have their thesis topic selected during the fall semester of their senior year in SOCI 490 (senior capstone seminar).
1136	This course provides a primary focus of developing self-care practices while providing information on the challenges associated with being in the helping professions. Students will expand their self-care toolbox as a way to defend against burnout, compassion fatigue and vicarious trauma. ATTR: ARTS explored.
1137	A course consisting of selections from representative classical authors. Important grammatical constructions are reviewed. This course is recommended for students who have completed Elementary Latin. 
1138	This course provides a foundation in computer hardware organization including: a brief survey of historical developments in computer hardware, a contrast of computer architectures and their implementation, and numbering systems. Also covered are fundamentals of logic design with application to the design of basic computer elements such as counters, adders, decoders, design of instruction timing sequences, register structure, addressing techniques and microcomputers.
1139	This course explores various aspects of sports writing and reporting. Students are taught to develop stories for print, radio, television and on-line publications. Students are assigned readings that illustrate strong storytelling techniques, and learn to craft basic hard news stories as well as feature reports and profile pieces. Students learn the fundamentals of shooting and editing video. Students learn to create content under deadline pressure that conforms to legal and ethical standards. Same as CREA 380.
1140	Latin American and Caribbean economic history and development within the context of historical, social, and political processes that have shaped the region
1141	This course builds on the knowledge base contained in previous courses taken by actuarial students. The goal is to reinforce understanding of the fundamental concepts of financial mathematics, and how those concepts are applied in calculating present and accumulated values for various streams of cash flows as a basis for future use. Students will review basic financial instruments and expand their knowledge base to more modern financial analysis using yield curves, spot rates and immunization.
1142	An introduction to the discipling of Religious Studies through an examination of the nature of religious experience, its relation to human understandings of the Sacred, and its expressions in human history and culture. These themes will be concretely illustrated through examples drawn from such religious traditions as Buddhism, Christianity, Hinduism, Islam, Judaism and Confucianism. Contemporary forms of religious experience will be emphasized.
1143	In this course students will study a specific genre of fiction: the horror novel. The horror novel as a genre first appeared in English-language literature in the late eighteenth century, and has unfolded in many permutations through the twenty-first century. Readings for this course may span the two hundred plus years of this genre, and/or take a thematic approach. Students will study the distinction between ""horror"" and ""terror"" and discuss the ""gothic"" and the figure of the ""monster"" all in conjunction with literary analyses. Works by authors such as Matthew ""Monk"" Lewis, Ann Radcliffe, Bram Stoker, Shirley Jackson, Anne Rice, Thomas Harris, and Stephen King may be included in the course.
1144	This course, which considers the theory and practice of effective instructional practices in diverse classrooms, will focus on the components of instruction and will be practice-oriented and performance-based. Additionally, this course provides prospective teachers with a framework to help them reflect on and improve their student teaching experience. Consequently, students will study Danielson's Framework for Teaching and use it to analyze their success within the four domains of planning and preparation, classroom environment, instruction, and professional responsibilities. Emphasis will be given to the understanding and application of the New York State Student Learning Standards in inclusive subject area classrooms. Such topics as unit planning and lesson planning, motivation inclusion, diversity, teacher expectations, questioning skills, feedback strategies, methodology, technologies, and teacher will develop and practice behaviors and strategies characteristic of effective teaching. Attention will be given to ways to place middle and high school students in
1145	Nearly every legitimate political authority and virtually every private citizan affirms the virtue of human rights. Since the 1948 Universal Declaration of Human Rights, 'human rights talk"" has proliferated: unfortunately, the need for such talk and action has also proliferated. In this course we look at the history and current practices of human rights from multiple perspectives. The main theoretical questions we will address are: Are human rights simply Western, or can they be ""translated"" into non-Western contexts? How flexible are human rights claims, i.e. to address poverty or gendered violence? Is there a human right to security? Who counts as human entitled to human rights protections? What is the connection between human rights, democracy and freedom? To address these questions we will read key thinkers in will prepare students for an informed experience. Travel cost paid by student. Cost varies each semester.
1146	This academically oriented course will be taught in English and consists of coursework in English followed by an intensive travel study component in a selected German-speaking country. Orientation meetings, research, lectures and discussions will prepare students for an informed field experience. Upon return, students present a project/research paper and portfolio based on their cultural, historical, socio-economic knowledge acquired in the class and abroad. Students may repeat this course for credit if subject matter differs. Travel costs are paid in full by students. The cost varies each semester. This course will not fulfill a language requirement, nor will it count toward a minor in German.
1147	This course is a survey of the ethical issues involved in computing. Topics studied will include data access, privacy, security, hacking, copyright and intellectual property issues, email, etc. The focus will be on identifying and analyzing ethical problems related to computing, as well as on ways to foster ethical decisionmaking in computing-centered situations.
1148	A survey of Spanish literature.
1149	Rhetoric is the study and art of persuasion: understanding how ""texts"" are consturcted to persuade specific audiences to think or believe a certain way. Speeches and essays are rhetorical ""texts"" for sure, but advertisements, films, music, and art can be defined similarly. In WRIT 200. students will be asked to critique and analyze rhetorical ""texts"" that extend beyond written modes of persuasion. The purpose of this course is to help students become familiar with the role of context, audience, and purpose
1150	TESOL is designed to equip pre-service teachers with the theoretical background and strategies for successfully teaching English to those who speak languages other than English in their homes. Additionally, TESOL will give students a brief introduction to current New York State ESOL Standards. Through in-depth readings, classroom discussions, and presentations, students will begin to master the body of knowledge relevant to teaching English Language Learners (ELLs) in New York State. A field experience component including observation of experienced ESOL educators and developing, planning, and teaching lessons to recent newcomers to the United States will help students develop successful classroom strategies and practices. To help facilitate community in ELL classrooms, as well as to promote deeper appreciation for human diversity, this course also includes an in-depth look at the US refugee experience, particularly as it relates to English Language education and cultural understanding. Students will participate in a Cross-Cultural Solidarity Experience (CCSE) to include film, readings, guest lectures, and a field experience in innercity classrooms with high refugee student populations. Thus, they will both instruct and learn from refugees as well as experts in the field of refugee resettlement.
1151	Modern Standard Arabic will be studied and utilized as a research tool intended to develop proficiency in reading for comprehension and translation into English through the study of grammar, development of composition exercises, and basic conversation practice. Student focus will be on the study of the religious dimension of Arabic sources to strengthen their use of micro skills and strategies employed in written and basic oral communication, such as describing religious events, expressing ideas, and stating and defending opinion. Offered every two years.
1152	History of modern Japan, with principal emphasis on political, economic, intellectual, and social developments since 1853.
1153	A study of the molecular organization of cells as it relates to function. The plasma membrane, the various membranous organelles, the nucleus, and the cytoskeleton are correlated to membrane transport, respiration, photosynthesis, cell growth and division, cell communication, basic genetic mechanisms, and cell motility. The labs are correlated to the lecture topics and are designed to introduce students to the techniques and equipment used in modern cell and
1154	This course examines an idea that has fascinated philosophers for all time. The subject of love will be studied historically, with readings from ancient, modern, and contemporary sources. Literature and films may be used along
1155	Lectures cover in detail the natural history and ecology of plants with an emphasis on the communities of northeastern North America. Laboratories include field studies of local plants and two overnight weekend field trips to unique plant
1156	Selected areas of study in visual art history, studio art, music or theatre. May be taken more than once with different content. A field trip to a professional music or theatre production, museum or visual art exhibition may be required. Consult the fall and spring schedules for specific content and length of
1157	This course is a comparative study of U.S. and German media which focuses on its content, form, and impact. In this course, students will: decode, evaluate and compare data presented in a variety of U.S. and German information sources; analyze how media and its message are presented in both countries; and, critically reflect upon the media message and their understanding of it. This course will consider printed, audio, and visual information as text which will be analyzed for its information content, its social, and cultural bias, as well as any possible intended manipulation of the reader's/listener's/viewer's perspective. Throughout this course, the interpretation of the medium will consistently focus attention on the Franciscan heritage concern which embraces a broad sense of tradition. Media has been a means of communication since humans existed. The study of media, in its diverse forms (visual, audio or printed) always had and has a subtext grounded in a culture and heritage which evolved through the ages. This course will be taught in English. All German materials will be in translation, dubbed, or
1158	This course explores the nature of fluctuations in aggregate business activity and the technique used to forecast. To gain an understanding of these techniques, and the usefulness of forecasts, students will prepare forecasts and explore their application to firm decision making.
1159	This course continues previous work in using an objectoriented language in problem solving, and will consist of two parallel strands: the development of students' expertise
1160	The objective of this course is to familiarize the student with the methods, trends, and policies involved in financing real estate transactions, as well as with the investment features of real estate. It includes topics such as the legal aspects of financing, permanent and construction lendment analysis, yield on investment, and real estate and income taxes.
1161	The course examines political systems at the regional, state or substate level and focuses upon socio-political organization, political socialization and decision-making structures. (May be taken more than once with different content. Consult Fall and Spring schedules for specific topics.) An additional fee may be required depending, on
1162	This course offers students an opportunity to examine literary theory in detail and to apply it to selected texts. Students may study a range of critical approaches, such as New Historicism, Postcolonial theory, and Cultural Studies.
1163	This course will examine literary works written primarily during the 1920s, a period of intense cultural freedom as well as restraint within the United States. On the one hand, this was the heyday of flappers and speakeasies; on the other hand, the Jazz Age was darkened by the historical trauma of the First World War as well as the economic hardships of The Crash of 1929 and the impending Great Depression. We will discuss the contributions of the ""Lost Generation"" of American expatriate authors in Paris and witness the cultural flowering of the Harlem Renaissance. Readings may include fiction by Willa Cather, F. Scott Fitzgerald, Ernest Hemingway, and William Faulkner; poetry by Gertrude Stein, T.S. Eliot, Countee Cullen, Langston Hughes, and e.e. cummings; and drama by Eugene O'Neill. To give a fuller sense of both the era and its literature, we may also explore other cultural media of the ""Roaring Twenties,"" such as experimental painting, silent film, blues music, and of course jazz.
1164	This course will examine basic techniques for collecting, interpreting, and analyzing qualitative data. Research strategies like ethnography, narrative analysis, text or discourse analysis, visual analysis, case study, grounded theory, oral/life history, focus groups etc., will be examined. Students will be required to do a project that will be based on qualitative methodology. Students will also address issues of ethical responsibility while conducting qualitative research. Students will be required to take ATDV 110 either before taking SOCI-306 or simultaneously with SOCI-306.
1165	This course provides a conceptually-based exposure to the fundamental principles and processes of the physical world. Practical and everyday aspects of physics that will be discussed include the mechanics of sports, electricity, optics, and how the eye and camera work etc. Additional topics may include atoms, quantum theory, the laser, the theory of relativity and cosmology (just what is a black hole?) Requires one year of high school algebra.
1166	An in-depth study of specialized topics in French. This course may be taken more than once with different subject matter and it is intended for the advanced student in French. 
1167	A course to prepare students for INSA-480 Internship in Fransiscan Service and Advocacy. The theological and social principles that provide the foundation for service and advocacy among the poor and marginalized will be discussed, particularly as they are expressed in the Fransiscan Tradition, but also as they are understood by other
1168	An interdisciplinary investigation and analysis of theories principles, and practices of human resources management. The contents encompass: viewing organizations and human resources as inter-related systems; a review of human resources functions and programs; staffing the organization and its various components; human resouces training and development; the role and impact of the work environment on employees, management, and the organization; the development and role of employee relations; and kinds and importance of remuneration and security programs.
1169	This course introduces the student to theory and research issues that explore the psychological experiences of women. Topics covered include various conceptual models of women, biological influences on their behavior, theories of female development, gender differences in personality and behavior, and problems of adjustment. It concludes with an examination of alternative lifestyles for women today.
1170	Modern conservation biology employs an integrative approach to biodiversity protection and management using principles and experiences from ecology, natural resource management, and the social sciences. Topics include biological diversity, valuation systems, adaptation and extinction, minimum viable populations, management of invasive and endangered species and the design of nature preserves. Lab and field problem-solving exercises focus on population size, habitat fragmentation, and restoration ecology. Prerequisite: BIOL-225. (May be taken as ENVA450.) Lab fee.
1171	This course presents the taxation of corporations and its effects on their shareholders. Special tax provisions related to sub-chapter S corporations and partnerships and various aspects of IRS administration and tax practice are included. New York State taxation of corporations and part
1172	Original laboratory and literature research under the direction of a faculty member. This course is arranged by mutual consent of the student and faculty member. 
1173	A study of a language that is essential for scholary study of the Bible of Qur'an. This course may be taken for up to four semesters of Arabic Greek, Hebrew, or other languages (e.g. Latin, Aramaic) related to scripture study.
1174	This course will introduce students to the creative arts as whole through the interaction between experiments in creative action and critical analysis. Fundamental questions about the nature of art and creativity, the art worlds and ethical dimensions, and the relation between the arts and society will be initiated. For each theoretical component of the course, there is a complementary creative exercise.
1175	A qualified student, with the consent of the Head of the Computer Science Department, may pursue further research and study in some specific aspect of computer science. The student will be directed by a member of the Computer Science The student will be expected to comply with all School of Science guidelines concerning such projects. The number of credits to be awarded (1-3) will be determined by the Head of the Computer Science Department and the directing faculty member. Computer use fee. This course is arranged by mutual consent of the faculty member and student.
1176	This course familiarizes students with basic principles of psychological research through lecture and laboratory experience. Drawing examples from various areas of psychology the course trains students to design and conduct experiments, to evaluate the internal and external validity of relevant research literature. Students gain familiarity with technical sources in psychology. The social and ethical aspects of psychological research are also examined. The course features practice regarding the standard elements of format and style used to report the results of psychological investigations.
1177	An integration of the Creative Arts major that investigates issues related to the contemporary art world as exemplified in students' research and creative interests. Through intensive study and research, students will examine current trends and critical perspectives in art. Field trips may be unfulfilled major requirements.
1178	By expanding the student's understanding of the financial system to include an international perspective, this course introduces the student to the role of international considerations within the development of corporate policy. The course examines the determination of exchange rates and operation of exchange markets. The application of these ideas will be extended to the firm's management of foreign exchange exposure, cash management, and capital budgeting. Multinational banking and political risk management will also be studied.
1179	This course is an historical survey of American literature from the colonial period to 1900. Beginning with Native American stories and myths, the course goes on to consider significant literary figures from colonial America and a broad range of the 19th century writers. Authors studies may include Bradstreet, Edwards, Wheatley, Irving, Poe, Emerson, Hawthorne, Melville, Douglass, Jacobs, Whitman,
1180	A basic survey of the visual arts with the intention of developing the student's appreciation and knowledge of arts an expression of human culture from its origins to the 15th century. Small group field trips to local architectural sites are required.
1181	Explores the origin and sequence of ancient philosophy from the Pre-Socratics through Socrates, Plato, and Aristotle, and Hellenistic and Roman successors. Emphasis on careful study of fragments from early Greek thinkers, Platonic dialogues, major works by Aristotle, and later Epicurean and Stoic writings. Questions elucidate the discovery of nature, being, becoming, and areas of
1182	This course covers the concepts of biochemistry. It focuses on the fundamental principles of physical and organic chemistry as it applies to the behavior of biological macromolecules. Three hours of lecture each week. laboratory such Fluorescence and UVNis spectroscopies,
1183	A study of the impact of European intrusion on he history and culture of the American Indians. Consideration will be given to the relationship between the Indian peoples and the United States government and the consequences of its policies as well as the Indians' efforts to maintain their cultural identity.
1184	This advanced special topics course explores literature and/or film and critical theory on a broad range of topics from the Spanish-speaking world. This course may be taken more than once with different content and it is ATTR: ARTS
1185	The course will examine the theoretical and ideological debates related to power, state, civil society, nationalism, democratization, and globalization. Students will also examine social identities like class, race, gender, sexuality, and religion and their intersection with various political institutions.
1186	This course addresses the pertinent management issues of the of the trillion dollar nonprofit sector and explores the theory and practice of effective management of nonprofit organizations, with an emphasis on practical application. In particular, the course will explore the role of nonprofit organizations in a society and the key theories, issues, debates, and unique challenges facing managers and leaders in the nonprofit sector.
1187	This course, which accompanies clinical practice, is designed to address current issues and practices in literacy development in the content areas at the middle and high school levels, and assist prospective teachers in reflecting upon and improving their student teaching experience. Emphasis is on the responsibility of teachers of all subjects to create a literate environment in their classroom and to develop the literacy skills of students of all ability levels as well as of students who are English language learners. Specific instructional strategies will be explored that enable teachers to engage learners actively with course content, to enhance critical thinking skills and expression of ideas, to promote metacognitive skills and study skills, and to develop critical skills in evaluating sources of information. Special topics including the utilization of technology and assistive technology to further learning and working with students from diverse backgrounds and with differing abilities will be stressed. Requires admission to the Professional Sequence.
1188	Continuation of RUSS-401 or equivalent.
1189	This course will examine the evolution of terrorism, its causes, perpetrators, and methods. It will also evaluate the various national and international methods used for
1190	This course offers students practice in critical thinking, reading, responding to, and analyzing a wide variety of literature. Because the course is writing-intensive, students will gain experience in writing and revising critical essays about literature. Readings will include literature from diverse classic and contemporary authors, Homeric to the Hellenistic Age. (Same as CLSS-220)
1191	This course explores the use of improvisation as a tool for the further development of the art of making dance. Students will explore the freedom of movement and with it, experimentation. The class will help the students gain an increased sensitivity to time, space, energy, motion, oneself and other people. Students will develop the skill to take an idea, concept or feeling and express it non-verbally. Students will learn to improvise with their bodies as an instrument, with abstract elements of dance and with the environment in which dance exists.
1192	This course provides students with a fundamental understanding of how organizations function and the roles managers play within and across organizations. This course introduces students to six management competencies; decision making and planning, innovation and entrepreneurship, teamwork and leadership, communiation, human resource development and process and project management. The course facilitates the development of the conceptual knowledge and applied skills students will need to manage an incresingly diverse workforce and to lead with integrity in a changing global environment. As a Franciscan Concern/Diversity course, students will learn how effective management practice requires managers to view the world from multiple perspectives, so they may affirm individual rights and appreciate individual differences and differences
1193	An academically oriented study of international business in a region outside the United States, this specially designed course offers one three semester hours credit for an intense 8-18 day study program in a region outside of the United States. This travel experience is preceded by orientation lectures and followed by supervised research into one aspect of the field study. Students may tour factories, retail outlets, education institutions, and financial markets. They will meet with business executives, business faculty, and government officials. They will examine issues including how marketing approaches vary among countries, how culture influences the manner in which business is conducted, and how government and trade regulations affect overall economic structure. Travel costs
1194	A study of the Biology of fishes that includes the evolutionary relationships and diversification of the major groups of fishes, the environment, their habitats, life styles, anatomy, physiology, and behavior. Fish as a resource and their relationships with man will also be considered. Laboratories will explore a variety of topics including identification,anatomy, physiology, behavior, and ecology. Fieldwork will be emphasized and time will be spent working in local streams, ponds, and lakes. Field trips to Long Island Sound and the Boston Aquarium are scheduled.
1195	Gateway to Business Careers is an introduction to the various business disciplines and majors, with emphasis on careers and hot topics in business. This class provides students with the opportunity to begin to develop some of the foundational skills (communication, critical thinking and problem solving) that are important learning outcomes for the School of Business. Further, it provides students with an introduction to engagement activities (undergraduate research, service, innovation and entrepreneurship) that will help position students for the future.
1196	This course awards academic credit to eligible students to create advanced media content for a semester-long project designed to further the student's application of writing and production skills. The number of credits awarded will be determined in advance by Director of the Broadcast & Society Minor on the basis of workload and the degree of difficulty of the assignment. Creation of substantial media work, in addition to a satisfactory written report and a practicum journal will determine the final grade. JOUR-410 may be taken more than once to a maximum of six credits, but may not exceed three credits in any one semester. Permission of instructor required.
